CAGE_CODE,INITIAL_REGISTRATION_DATE,PHYSICAL_ADDRESS_ZIP_POSTAL_CODE,ENTITY_CONGRESSIONAL_DISTRICT,BUSINESS_START_DATE,FISCAL_YEAR_END_CLOSE_DATE,ENTITY_STRUCTURE,STATE_OF_INCORPORATION,BUSINESS_TYPE_STRING,NAICS_CODE_STRING,PSC_CODE_STRING,CREDIT_CARD_USAGE,SBA_BUSINESS_TYPES_STRING
1NTF2,20020316,99901,00,19860331,1231,2L,AK,27~2X~8W~A2~XS,115310E~237110Y~237210Y~237310Y~237990E~238910Y,,N,XX        
1E6G4,20020409,62901,12,19840131,1231,2L,IL,27~2X~XS,541310Y,C1AA~C1AZ~C1BE~C1CA~C1CZ,N,XX        
1YSH9,20020604,05201,00,19660415,0930,2L,VT,2X~MF,326130Y~326199Y~332710Y,1095~1680~2590~2895~5970~5999~6116~9330~9390,Y,XX        
42QU0,20050801,22314,08,20021003,1231,2L,VA,27~2X~8E~8W~A2~LJ,511210Y~518210Y~541330E~541380Y~541511Y~541512Y~541611Y~541612Y~541618Y~541690Y~541714Y~541715E~541990Y~561110Y~561422Y~561611Y~561990Y~611420Y~611430Y~611519E~621111Y~621511Y~812990Y~922190 ~928110 ,,Y,A620230305
0DUJ8,20020102,38930,02,19861017,1231,2L,MS,2X,541310Y~541320Y~541330E~541350Y~541410Y~541620Y,,N,XX        
3Y9D7,20040805,21218,07,20040716,1231,2K,MD,23~27~2X~A5~HQ~LJ~OY~QF,541330E~541611Y~541612Y~541613Y~541614Y~541618Y~541690Y~541990Y~561110Y~561312Y~561320Y~624190Y~624310Y~923120 ~926150 ,,Y,XX        
3Y2M5,20040731,22835,07,20030201,1231,2L,VA,23~27~2X~8E~8W~A2~FR~XS,541511Y~541512Y~541513Y~541519E~541611Y~541618Y~541690Y~561320Y,,Y,A620200309~XX        
0RSZ6,20020218,40511,06,19861001,1231,2L,KY,27~2X~G9,236115Y~236116Y~236210Y~236220Y~237130Y~237310Y~237990E~238110Y~238120Y~238140Y~238160Y~238190Y~238210Y~238220Y~238290Y~238310Y~238320Y~238350Y~238910Y~238990E~334310Y~334413Y~334419Y~335110Y~335122Y~335313Y~335931Y~335932Y~423430Y~423610Y~443142Y~517911Y~517919Y~519190Y~541513Y~561210Y~561621Y~561622Y~562910E~811310Y~922160 ,N058~N059~N060~N061~N062~N063,Y,XX        
8A1P5,20050618,92562,42,20030903,1231,2L,CA,27~2X~A5~PI~XS,238210Y~334111Y~334220Y~334511Y~334515Y~336320Y~423110Y~423430Y~511210Y~541330E~541511Y~541512Y~541519E~541614Y~811310Y~812990Y,7030~AC42~AC43~H170~H270~H970~L070,Y,A620260912
33FA6,20041107,46815,03,20040608,1231,2L,IN,27~2X~8E~8W~A2~XS,519130Y~541330E~541511Y~541512Y~541513Y~541519E~541611Y~541612Y~541614Y~541690Y~541720Y~541990Y~561312Y~561320Y~611310Y~611519E~712110Y,D318~D321~D324~Q602~Q701~Q702~Q801~Q802~R404~R410~R413~R429~R431~R704,Y,XX        
1MWQ3,20010713,24219,09,19850101,1231,2L,VA,2X~XS,541330E~541370Y,R404~R425~T008~T009,N,XX        
727U6,20040724,74037,01,20040722,1231,2K,OK,2X~A2~LJ,221210Y,,N,XX        
3YNT4,20040724,74037,01,20040722,1231,2K,OK,2X~A2~LJ,221210Y,,N,XX        
5YJ02,20100405,80223,01,20030801,1231,2J,CO,27~2X~HQ~LJ~PI,238210Y~423620Y~512290Y~532490Y~561499Y~811213Y,T016,Y,A620230403
6J4A5,20110907,95428,02,19920401,1231,ZZ,CA,23~27~2X~8E~8W~A2~LJ~NB~OW,562111Y~562112Y~562119Y~562212Y~562910E~562920Y~562998Y,,N,A620210424
367F4,20050304,99645,00,20030917,1231,2K,AK,27~2X~LJ,236210Y~236220Y~237110Y~237990E~238130Y~238140Y~238170Y~238190Y~238310Y~238320Y~238350Y~238910Y~321992Y~541611Y~541690Y~561210Y~611430Y~611519E~624310Y,,Y,XX        
5EWM1,20090421,60518,16,20020425,1231,2L,IL,27~2X~XS,236210Y~236220Y~237110Y~237310Y~237990E~238110Y~238190Y~238910Y,Y1AZ~Y1HA~Y1HB~Y1JZ~Y1LB~Y1LC~Y1LZ~Y1ND~Y1NE~Y1NZ~Y1PA~Y1PD,N,XX        
0RK34,19970409,19131,02,19850507,1231,2L,PA,2X~OY,337211Y~337214Y~423210Y~423220Y~423420Y~423430Y~423450Y~423610Y~423850Y~424110Y~424120Y~424130Y~532420Y~561410Y~561439Y~811212Y~811213N,7110~7220~7420~7490~7510~7540,Y,XX        
55HZ7,20080731,00603,98,19960410,0630,2L,PR,23~27~2X~PI,236118Y~236210Y~236220Y~237210Y~238130Y~238140Y~238150Y~238160Y~238170Y~238190Y~238210Y~238220Y~238320Y~238330Y~238340Y~238350Y~238390Y~332311Y~423390Y~484110Y~493110Y~493190Y,,Y,XX        
6K3F9,20111005,77073,18,19990414,1231,2L,TX,2X~XS,336390Y~493110Y~493190Y,,N,XX        
34DS3,20041209,32202,05,20040521,1231,2L,FL,27~2X~8W~A2~HQ~OY~XS,236210Y~236220Y~237110Y~237310Y~237990E~238110Y~238120Y~238130Y~238160Y~238190Y~238220Y~238310Y~238320Y~238910Y~238990E~332710Y~561720Y,,Y,XX        
5GCJ5,20090512,30253,03,20090307,1230,2L,GA,23~27~2X~8E~8W~A2~A5~LJ~OY~QF,339112Y~339113Y~423210Y~423450Y~423840Y~423850Y~446199Y~493110Y~541611Y~541614Y~561720Y~624230Y,AD26~AN46~AN96~R699~R704~R705~S201,Y,A620250828
1HYA4,20010928,87106,01,19881101,1231,2L,NM,27~2X~8C~8W~A2~HQ~MF,322230Y~326199Y~333318Y~339940Y~424120Y~424210Y~424990Y~453210Y~454110Y~541890Y~561910Y~624120Y,3540~3610~7510~8115~8135~U006~U009~U099,Y,XX        
4TVH5,20070726,01109,01,20040204,1231,2L,MA,27~2X~8E~8W~A2~OY,236118Y~236210Y~236220Y~237110Y~237210Y~237310Y~237990E~238110Y~238130Y~238140Y~238160Y~238170Y~238190Y~238210Y~238220Y~238290Y~238310Y~238320Y~238350Y~238390Y~238910Y~238990E~541310N~541320N~541330E~541360Y~541370Y~541410N~541620Y~561110N~561621Y~562910E~624230Y,,N,A620190514
4QJH4,20070413,08054,03,20040607,1231,2L,NJ,23~27~2X~HQ~QZ~XS,541430Y~541511Y~541512Y~541519E~541611Y~561311Y~561312Y~561320Y,D303~D304~D306~D309~D311,N,A620210924
6CFJ0,20110413,94523,11,20070104,1231,2L,CA,27~2X~8E~8W~A2~HQ~XS,236210Y~236220Y~237110Y~237120Y~237130Y~237310Y~237990E~238110N~238130N~238140N~238150N~238160N~238170N~238190N~238210N~238220N~238290N~238310N~238320N~238330N~238340N~238350N~238390N~238910N~238990E~484210Y,,N,A620240626
3M4B0,20031205,92126,52,19830101,1231,2L,CA,27~2X~XS,561720Y,,Y,XX        
42GS3,20050726,32217,04,20000414,1230,2L,FL,23~27~2X~HQ~OY~XS,236115Y~236116Y~236118Y~236210Y~236220Y~237310Y~237990E~238110Y~238130Y~238140Y~238190Y~238210Y~238290Y~238340Y~238350Y~238390Y~238910Y~238990E~332311Y,N056,N,XX        
3Y7E5,20040804,20879,06,20040528,1231,2L,MD,23~27~2X~HQ~LJ~OY,236115Y~236116Y~236210Y~236220Y~238120Y~541310Y~541330E~541350Y~541690Y,,Y,A620201215
1DN46,20020207,35805,05,19830101,1231,2L,AL,2X~8W~A2~MF,238990E~314999Y~332323Y~339999Y~453998Y,,Y,XX        
0YG23,20010720,70802,02,19851112,1231,2L,LA,23~27~2X~HQ~LJ~OY,212325Y~236210Y~236220Y~237110Y~237120Y~237130Y~237310Y~237990E~238160Y~238220Y~238910Y~423320Y~484220Y~532412Y~532490Y~562991Y,,N,XX        
1QCR2,20010502,47471,08,20011001,1231,2L,IN,2X~A5,115112Y~221310Y~221320Y~236210Y~237120Y~238110Y~238190Y~238210Y~238220Y~238290Y~238320Y~238330Y~238910Y~334513Y~541380Y~561210Y~562910E~811310Y,,Y,XX        
3J9F6,20030926,84627,02,20000101,1231,ZZ,UT,27~2X~XS,237110Y~237120Y~237210Y~237310Y~238910Y,Y1ND,N,XX        
3B3Y0,20021014,53208,04,20060301,0930,8H,DE,1B~23~27~2X~LJ~NB,238210N~325180Y~326130Y~332321Y~332510Y~332710Y~334112Y~334614Y~336340Y~336390Y~336992Y~423430Y~488119Y~488190Y~493190Y~511210Y~517311Y~517312Y~517410Y~517911Y~517919Y~518210Y~519190Y~532420Y~541214N~541219N~541330E~541380N~541430N~541511Y~541512Y~541513Y~541519E~541611N~541612N~541613N~541614N~541618N~541620N~541690N~541713Y~541715E~541720N~541990N~561110N~561210Y~561410N~561421N~561492N~561499N~561611N~561612N~561621N~561990N~562910E~611420N~611430N~611512Y~611519E~611699N~611710N~622110Y~811212Y~811213N~811219N~812332Y~812910N,L049,Y,A620230523
1WDH4,20011203,74105,01,19820101,1231,2L,OK,27~2X~A2,541611Y~541612Y~561450Y~561611Y~561990Y,Q403~R615,Y,XX        
1EFY1,20010518,98841,04,19860101,1231,2L,WA,23~27~2X~A5~HQ~NB~OW~QF~XS,115310E~212311Y~212313Y~212321Y~221310Y~236115Y~236116Y~236220Y~237110Y~237210Y~237310Y~237990E~238110Y~238910Y,,N,XX        
00M62,20101118,33147,24,19961025,1231,2L,FL,23~27~2X~PI~XS,311225Y~311930Y~311941Y~311942Y~311999Y~326160Y~424410Y~424490Y,8930~8945~8950~8960~8970~9330,Y,XX        
4ANM0,20050606,34606,11,20030429,1231,2L,FL,23~27~2X~HQ~PI~XS,221114Y~221115Y~221122Y~236210Y~236220Y~238210Y,H959~H961~J059~J061~K061~L061~L062~N059~N062,Y,A620230403
1QKE8,20011211,85193,01,20000101,1231,2J,WI,27~2X~A5~HQ~LJ~NB~OW~XY,115310E~236220Y~237310Y~238220Y~321114Y~321999Y~444190Y~541611Y~541990Y~561730Y,,N,XX        
6NYA0,20120130,70119,02,20000503,1231,2L,LA,23~27~2X~8E~8W~A2~HQ~OY~XS,115310E~221114Y~221320Y~236115Y~236116Y~236118Y~236210Y~236220Y~237110Y~237130Y~237310Y~237990E~238110Y~238120Y~238130Y~238140Y~238160Y~238170Y~238190Y~238210Y~238220Y~238310Y~238320Y~238330Y~238340Y~238350Y~238390Y~238910Y~238990E~332311Y~332420Y~334220Y~336611Y~337214Y~337215Y~453220Y~488390Y~488490Y~531312Y~561210Y~561710Y~561730Y~622110Y~811310Y,5445~7105~7110~7125~7195~9110~9140~9150~9160~H171~H271~H371~H971~J091~K071~L071~N071~W071~Y1AA~Y1AZ~Y1EZ~Y1FZ~Y1GZ~Y1JZ~Z2BZ~Z2EB~Z2FA~Z2FF~Z2GD~Z2GZ~Z2HA~Z2HB~Z2JA~Z2KA~Z2KB~Z2KF~Z2LA~Z2LB~Z2NB~Z2ND~Z2NE~Z2PA~Z2PD~Z2PZ~Z2QA,N,A620221211~XX        
4EYY8,20060531,32792,07,20110712,1231,2L,FL,23~27~2X~8E~8W~A2~MF~PI,333318Y~334519Y~488991Y~518210Y~541330E~541511Y~541512Y~541513Y~541519E~541611Y~541612Y~541613Y~541618Y~541620Y~541690Y~541715E~541720Y~541930Y~541990Y~561110Y~561210Y~611430Y~611519E~611699Y~611710Y~712110Y~813410Y~928110 ,U001~U002~U003~U004~U005~U006~U007~U008~U009~U010~U011~U012~U013~U014~U099,Y,A620250913
4A2U9,20060201,85648,03,20060130,0331,2L,AZ,2X~LJ,213112Y~221113Y~236115Y~236116Y~236210Y~238210Y~334512Y~518210Y~523920Y~531110E~531120E~541511Y~541512Y~541513Y~541611Y~541613Y~541614Y~541618Y~541620Y~541690Y~541720Y~541820Y~541910Y~541990Y~551114 ~561210Y~562998Y~813312Y~813319Y~813920Y~922190 ~923120 ~924110 ~926120 ~926150 ,AD26~AH96~B599~D307~D314~F115~F999~H170~R410,Y,XX        
1Q1Y0,20010807,99301,04,20000501,1231,2L,WA,27~2X~8W~A2,236210Y~236220Y~237110Y~237120Y~237310Y~237990E~238120Y~238130Y~238320Y~238390Y~238990E~332312Y~562910E,F108~F112~S222,Y,XX        
62A00,20100712,20004,98,19950323,1231,2L,MD,23~27~2X~A5~HQ~OY~QF~XS,337215Y~493190Y~518210Y~532420Y~541511Y~541512Y~541513Y~541612N~541690N~541860N~561110N~561210Y~561320Y~561410N~561422N~561439N~811212Y~811219Y,,Y,A620191222
46F19,20051014,59859,00,20020515,1231,2J,MT,2X,115310E,F003,Y,XX        
39GD6,20050503,02134,07,20030807,1231,2L,MA,23~27~2X~HQ~LJ~OY,484110Y~484121Y~484122Y~484220Y~484230Y~488999Y~491110Y~492110Y~492210Y~493110Y~541614Y,R602~S215~V111~V112~V119~V129,Y,XX        
5AJF6,20090114,22314,08,20000322,1231,2L,VA,23~27~2X~A5~OY~QF~XS,517919Y~518210Y~541330E~541511Y~541512Y~541513Y~541519E~541611Y~541612Y~541613Y~541614Y~541618Y~541620Y~541690Y~541990Y~561210Y~561311Y~561312Y~561320Y~561410Y~561421Y~561422Y~561491Y~561492Y~561499Y~561990Y~611420Y~621399Y~621999Y~811212Y,B500~B505~B506~D300~D301~D303~D306~D310~D316~D321~D324~D399~Q101~Q201~Q501~Q509~Q601~Q602~Q603~Q701~Q702~Q801~Q802~Q999,Y,A620250701
1UCA0,20010619,45402,10,20000118,1231,2L,OH,2X~8E~8W~A2~XS,541511Y~541512Y~541513Y~541519E~541612Y~541613Y~541690Y~541910Y~541990Y,,N,XX        
3D6A4,20030312,59923,00,19981218,1231,2L,MT,27~2X~8E~8W~A2~HQ~XS,541370Y,R404,Y,XX        
3FMH6,20030523,59844,00,19870701,1231,2L,MT,2X~XS,113310Y~115310E~237990E,,N,XX        
4NYH1,20070309,82501,00,19990501,1231,2J,WY,23~27~2X~PI,237110Y,F015,N,XX        
53BC1,20080522,84058,03,20060201,1231,2K,UT,23~27~2X~FR~LJ,236118Y~236210Y~236220Y~237310Y~237990E~238110Y~238120Y~238130Y~238140Y~238150Y~238160Y~238170Y~238190Y~238210Y~238220Y~238290Y~238310Y~238320Y~238330Y~238340Y~238350Y~238390Y~238910Y~238990E~561210Y~561720Y~561730Y~561740Y~561790Y~562910E,S201~S214~S299,Y,A620201202
5F000,20060910,83611,01,20040401,1231,2L,ID,2X,115310E~212321Y~237110Y~237210N~237310Y~237990E~238910N,AD66~AS23~AV21,N,XX        
4JFL5,20060910,83611,01,20040401,1231,2L,ID,2X,115310E~212321Y~237110Y~237210N~237310Y~237990E~238910N,AD66~AS23~AV21,N,XX        
4ZB83,20080131,79922,16,20040604,1231,2K,TX,23~27~2X~8W~A2~HQ~PI,236116Y~236210Y~236220Y~237110Y~237120Y~237210Y~237310Y~237990E~238160Y~238310Y~238320Y~238910Y~238990E,Y1PZ,N,XX        
37KR2,20050317,20770,05,20030317,1231,2L,MD,23~27~2X~HQ~JX~QZ~XS,236210N~236220N~237110N~237310N~237990E~238120N~238130N~238140N~238160N~238170N~238190N~238210N~238310N~238320N~238330N~238340N~238350N~238390N~238910N~238990E~541330E~541430N~541511N~541512N~541513N~541519E~541611N~541612N~541614N~541618N~541620N~541690N~541720N~541990N~561110N~561320N~561439N~561499N~611430N~611699N~813910N~813990N,,Y,XX        
6N3S2,20120127,48504,05,19790401,1231,2L,MI,2X~8W~A2~XS,321920Y~322211Y~322212Y~322299Y~326111Y~326112Y~326140Y~326150Y~326199Y~423840Y~424130Y~488991Y~493110Y~561910Y,,Y,XX        
4HNC4,20060816,52544,02,20040601,1231,2L,IA,27~2X~LJ~MF,332510Y~332710Y~332721Y~332722Y~332811Y~332911Y~332912Y~332999Y,9999,N,XX        
32BV8,20041005,21202,07,20040802,0630,2L,MD,23~27~2X~8C~8D~8E~8W~A2~HQ~LJ~OY,518210Y~541512Y~541519E~541611Y~541612Y~541613Y~541618Y~541690Y~541990Y~561421Y~561422Y~561920Y~611420Y~611430Y~611513Y~611699Y~611710Y,R408,Y,XX        
094Q7,20020321,32505,01,19960701,1231,2L,FL,2X~XS,236118Y~236210Y~236220Y~237110Y~237120Y~237130Y~237210Y~237310Y~237990E~238110Y~238120Y~238130Y~238140Y~238150Y~238160Y~238170Y~238190Y~238210Y~238220Y~238290Y~238310Y~238320Y~238330Y~238340Y~238350Y~238390Y~238910Y~238990E,Y1AA~Y1AZ~Y1CA~Y1CZ~Y1FC~Y1FD~Y1JZ~Z2FB~Z2FC~Z2FD,N,XX        
4R5Y6,20070503,15203,14,19970307,1231,2L,PA,27~2X~8E~8W~A2~HQ~XS,541310Y~541320Y~541330E~541620Y~541690Y,C211~F999,N,XX        
1NTY6,20020102,20854,08,19960220,1231,2L,VA,23~27~2X~8E~8W~A2~LJ~QZ,237130Y~238210Y~238330Y~316998Y~327215Y~334111Y~334112Y~334118Y~334210Y~334513Y~334613Y~334614Y~339115Y~423430Y~423460Y~443142Y~511210Y~517911Y~518210Y~522320Y~532420Y~541330E~541511Y~541512Y~541513Y~541519E~541611Y~541614Y~541690Y~541910Y~541990Y~561110Y~561320Y~561990Y~611420Y~621320Y~811212Y,7010~7020~7021~7022~7025~7030~7035~7042~7045~7050~7435~AC94~AJ21~AJ22~AJ23~AJ24~AJ25~AJ26~AJ27~AJ31~AJ32~AJ34~AJ35~AJ43~AJ44~AN12~B506~B529~D300~D301~D302~D303~D305~D306~D307~D308~D309~D310~D311~D312~D315~D317~D318~D319~D320~D321~D322~D324~D325~D399~H170~H270~H370~H970~J070~K070~L070~N070~Q512~R612~R702~R703~R706~R707~R708~U012~W070,Y,A620251125
3K7G6,20031013,20850,08,19960828,1231,2J,MD,23~27~2X~FR~LJ,334290Y~518210Y~519190Y~541330E~541511Y~541512Y~541513Y~541519E~541611Y~541612Y~541613Y~541614Y~541618Y~541620Y~541690Y~541715E~541990Y~611420Y,,N,A620220808
5KST7,20090708,21851,01,19950901,1231,2L,MD,2X~XS,236220Y~237110Y~238110Y~238120Y~238910Y,,N,XX        
3HFM0,20030819,74012,01,19930722,1231,2L,OK,2X~XS,332710Y,,N,XX        
32MJ1,20041013,20170,10,20040617,1231,ZZ,VA,23~27~2X~A5~HQ~LJ~PI~QF,541511Y~541512Y~541513Y~541519E~541611Y~541612Y~541613Y~541720Y~541820Y~541910Y~541930Y~541990Y~561621Y~611430Y,B550~B553~R422~R497~R499~R708~R799~U001~U004~U009,Y,A620200524
3N9H4,20031230,77087,29,20000411,1231,2L,TX,27~2X~8W~A2~XS,334111Y~334118Y~518210Y~519120Y~541370Y~561110Y~561410Y~561439Y~561990Y,D301~D302~D303~D308~D309~D310~D311~D312~D315,N,XX        
5Y1B1,20100331,73027,03,20090101,1231,2L,OK,27~2X~8E~8W~A2~LJ,111219Y~112420Y~311421Y~311423Y~424480Y~541430Y~541611Y~541612Y~541690Y~541820Y~541840Y~541990Y~561410Y~611430Y~611519E~611610Y~611710Y~711510Y~926110 ,6910~AB12~AB16~AB26~T001~T013~U008~U009,N,XX        
37XN2,20050401,22193,01,20030626,1231,2L,VA,23~27~2X~A5~OY,541611Y~541612Y~541614Y~541618Y~611430Y,,Y,A620201214
68ME8,20110118,18013,07,20030601,1231,2L,PA,27~2X~8E~8W~A2~XS,326121Y~326199Y~326220Y~326291Y~327999Y~331210Y~332312Y~332313Y~332322Y~332510Y~332710Y~332721Y~332722Y~332911Y~332912Y~332919Y~332996Y~332999Y~333249Y~333514Y~333515Y~333922Y~333924Y~333993Y~333999Y~334290Y~334418Y~334419Y~334510Y~334513Y~334516Y~335312Y~335931Y~335999Y~336330Y~336340Y~336411Y~336412Y~336413Y~336415Y~337215Y~339113Y~339992Y~339999Y~451140Y~488190Y~488510E~488999Y~493110Y~541330E~541420Y~541512Y~541614Y~561910Y~611430Y~811118Y~811213Y~811219Y~811310Y,,Y,A620250121
1QUJ2,20000705,62995,15,19810101,1231,2L,IL,2X~8W~A2~XS,115112Y~115310E~212311Y~212312Y~212319Y~212321Y~236220Y~237110Y~237310Y~237990E~238910Y~238990E~484220Y~532412Y~561730Y~562910E~562991Y,,Y,XX        
5XD59,20100312,28372,09,20011002,1231,2L,NC,23~27~2X~A5~HQ~NB~OW~QF,236115Y~236116Y~236118Y~236210Y~236220Y~237130Y~237310Y~237990E~238130Y~238140Y~238160Y~238170Y~238210Y~238310Y~238320Y~238330Y~238340Y~238350Y~238390Y~335311Y~337211Y~337214Y~423210Y~423420Y~442210Y~488119Y~561730Y,,N,A620200504~XX        
520B3,20080416,74079,03,20090427,0630,2K,OK,2X~A5~LJ~MF,332710Y~333992Y~336411Y~336412Y~336413Y~423860Y~488190Y,2840~2915~2995,Y,XX        
0FLJ7,20010705,00920,98,19830406,0430,2L,PR,23~27~2X~8E~8W~A2~PI,236115Y~236116Y~236118Y~236210Y~236220Y~237110Y~237120Y~237130Y~237310Y~237990E~238910Y~541320Y~541330E~541370Y~541380Y~541620Y~541990Y~561730Y,B513~B519~F999~H256~H338~R424,N,A620250320~XX        
0GG16,20010625,32430,02,19850913,1231,2L,FL,27~2X~XS,236220Y~237110Y~237310Y~237990E,,N,XX        
1ZG86,20020722,70805,02,19950901,1231,2L,LA,23~27~2X~A5~HQ~OY~QF,236116Y~236210Y~236220Y~237310Y~237990E~238140Y~238160Y~238210Y~238220Y~238320Y~238330Y~238340Y~238350Y~238990E~541330E~541611Y~561210Y,,N,XX        
5ZEH5,20100427,11510,04,19980626,1231,2L,NY,23~2X~PI~XS,236115Y~236118Y~236220Y~238130Y~238140Y~238190Y~238310Y~238320Y~238330Y~238340Y~238350Y~238390Y~238910Y~238990E~561790Y~562219Y,,Y,A620200725
1TRR7,20020402,59923,00,19980101,1231,2K,MT,2X~8W~A2~LJ,212321Y~484110Y,V122,N,XX        
1MGW8,20010716,74447,02,19720315,0930,2L,OK,2X~MF,336412Y~488190N,4920,Y,XX        
1L7S8,20020411,30340,06,19860501,1231,2L,GA,2X~8E~8W~A2~HQ,512110Y~519120Y~541310Y~541320Y~541330E~541350Y~541360Y~541370Y~541410Y~541430Y~541490Y~541512Y~541620Y~541690Y~541720Y~541990Y~611430Y~611699Y~711510Y~712110Y~712120Y~712130Y~712190Y~812220Y,,Y,A620270412
1GGG6,20011130,78207,35,19830501,1231,2L,TX,27~2X~8W~A2~PI,236210Y~236220Y~237310Y~238110Y~238120Y~238160Y~238210Y~238220Y~238320Y~238330Y~238910Y~238990E~561210Y~561720Y~561730Y~561740Y~561790Y~561990Y~811412Y,S201~S208~S214~S299,Y,XX        
0MHV2,20020318,32209,05,19850501,1231,2L,FL,23~2X~8W~A2~FR,561110Y~561210Y~561720Y~561730Y~561990Y~722310Y,,Y,XX        
1QRU2,20020409,36083,03,20130105,1231,2L,AL,27~2X~8E~8W~A2~HQ~OY,115310E~212321Y~236118Y~236210Y~236220Y~237310Y~237990E~238110Y~238130Y~238140Y~238160Y~238170Y~238190Y~238210Y~238220Y~238310Y~238320Y~238330Y~238340Y~238350Y~238390Y~238910Y~238990E~325320Y~333618Y~424720Y~484220Y~484230Y~561720Y~561730Y~562910E,,Y,XX        
396C5,20050517,22312,08,20020320,1231,2L,VA,23~27~2X~8E~8W~A2~FR~HQ~XS,236118Y~236210Y~236220Y~237110Y~238210Y~238220Y~424690Y~532490Y~541330E~561210Y,J045~N041,Y,A620200121
1M0L4,20010924,56452,08,19920302,0331,2L,MN,27~2X,212321Y~213112Y~213113Y~221310Y~221320Y~236210Y~236220Y~237110Y~237120Y~237310Y~237990E~238110Y~238120Y~238140Y~238910Y~238990E~321114Y~333120Y~423320Y~423810Y~532412Y~561730Y~811310Y,C211,Y,XX        
4Q3R9,20070329,59824,00,20050328,1231,2J,MT,23~27~2X~NB~OW,115310E~236115Y,F003,N,XX        
51MA0,20080408,20706,04,20000101,1231,2L,MD,23~27~2X~HQ~LJ~OY,236220Y~484210Y~492110Y~517911Y~517919Y~541511Y~541512Y~541513Y~541519E~541611Y~541618Y~541690Y~561110Y~561210Y~561720Y~562111Y~611420Y,D301~D302~D306~D307~D308~D316~D399~H236,Y,A620260612
306B4,20040908,20165,10,20000101,1231,2L,VA,2X~A5~QF~XS,238210Y~423430Y~423610Y~517410Y~517919Y~518210Y~541330E~541511Y~541512Y~541513Y~541519E~541611Y~541614Y~541618Y~541990Y~561110Y~561410Y~561499Y~561612Y~561621Y~611420Y~611691Y~611710Y~811212Y,H358~H958,Y,XX        
66X29,20101119,20132,10,20031027,1231,ZZ,VA,23~27~2X~HQ~LJ~PI,561730Y,,Y,A620200725
3HEP9,20030818,28306,09,19760614,1228,2L,NC,23~27~2X~HQ~NB~XS,115310E~236210Y~236220Y~238110Y~238120Y~238130Y~238140Y~238160Y~238170Y~238190Y~238210Y~238220Y~238290Y~238310Y~238320Y~238330Y~238350Y~238390Y~238910Y~238990E~332311Y~332312Y~333120Y~337215Y~541320Y~541330E~561210Y~561730Y~561790Y~562910E,,Y,XX        
44ES6,20050908,83814,01,20040701,1231,2L,ID,23~27~2X~H2~HQ~OY~XS,115310E~212319Y~212321Y~221310Y~236220Y~237110Y~237130Y~237210Y~237310Y~237990E~238910Y~238990E~562111Y~562910E,,Y,A620261024~XX        
30TR1,20040901,73448,04,20030913,0930,2L,OK,1B~23~27~2X~HQ~LJ~MF~NB~OW~XY,221210Y~236220Y~238190Y~238210Y~238290Y~321999Y~325510Y~332311Y~332312Y~332313Y~332322Y~332323Y~332420Y~332439Y~332710Y~332721Y~332722Y~332812Y~332911Y~332999Y~333922Y~333923Y~333993Y~333999Y~334418Y~334419Y~334513Y~336413Y~337124Y~423430Y~423830Y~441110Y~486990Y~493110Y~517919Y~518210Y~531110E~531120E~531130E~531190E~532112Y~532120Y~532490Y~541330E~541511Y~541512Y~541519E~541611Y~541614Y~541618Y~541690Y~561110Y~561210Y~561320Y~561410Y~611430Y~811310Y,D316~J016~J039~K016~K039~N016~N039,Y,XX        
55G51,20080729,36606,01,19801101,1231,2L,AL,23~27~2X~A5~HQ~OY~QF~XS,423390Y~488490Y~561730Y~812111Y~812112Y~812113Y~812199Y,R497,Y,XX        
6KY32,20111107,49770,01,20020116,1231,2K,NY,2X~8W~A2~LJ,326111Y~326160Y~423220Y~424130Y~424210Y~424330Y~511130Y~611710Y,7240~7290~7330~7340~7350~7360~7610~7690,Y,XX        
61F47,20100617,41042,04,20040303,1231,2L,OH,23~27~2X~8E~8W~A2~HQ~LJ~OY,221320Y~236115Y~236116Y~236210Y~236220Y~237110Y~237120Y~237130Y~237210Y~237310Y~237990E~238110Y~238120Y~238130Y~238140Y~238150Y~238160Y~238170Y~238190Y~238210Y~238220Y~238290Y~238310Y~238320Y~238330Y~238340Y~238350Y~238390Y~238910Y~238990E~562910E,5620~5640~5650~5680~Y1JZ~Y1QA~Z2JZ,N,A620220509
4HKH9,20060814,22030,11,20040709,1231,2K,VA,23~27~2X~HQ~LJ~OY,541330E~541430Y~541511Y~541512Y~541513Y~541519E~541611Y~541690Y~541720Y~811212Y,,N,A620200309
62EC1,20100716,22026,11,20040709,1230,2L,VA,23~27~2X~LJ~OY,221330Y~236115Y~236116Y~236117Y~236118Y~236210Y~236220Y~237110Y~237120Y~237130Y~237310Y~238110Y~238130Y~238140Y~238150Y~238160Y~238170Y~238190Y~238210Y~238220Y~238290Y~238310Y~238320Y~238330Y~238350Y~238390Y~238910Y~238990E~325510Y~334519Y~423820Y~424950Y~442210Y~517919Y~519190Y~525990Y~541219Y~541330E~541512Y~541519E~541611Y~541614Y~541618Y~541990Y~561210Y~561611Y~561612Y~561621Y~561730Y~561790Y~562910E~562991Y~811310Y,,Y,A620220525
3TVG7,20040408,70342,03,19850315,0228,2L,LA,2X~MF,332313Y~336612Y~423510Y~423910Y~441222Y~532411Y~811490Y,2895,Y,XX        
